Batch_ID,Timestamp,Tool_ID,Recipe_ID,Temperature_C,Pressure_Torr,Gas_Flow_sccm,Process_Time_s,Film_Thickness_nm,Thickness_Target_nm,Defect_Count,Yield_pct,Pass_Fail
B0439,2026-01-10 19:24:00,CVD-01,RCP-A,324.35,8.483,105.38,60.11,103.23,100.0,4,88.94,Fail
B0440,2026-01-10 19:42:00,CVD-02,RCP-B,328.41,8.704,106.67,61.14,106.51,105.0,3,91.98,Fail
B0441,2026-01-10 20:00:00,CVD-03,RCP-A,317.01,7.974,101.7,59.81,98.55,100.0,3,95.27,Pass
B0442,2026-01-10 20:18:00,CVD-01,RCP-A,320.77,7.988,100.2,60.63,101.43,100.0,1,97.96,Pass
B0443,2026-01-10 20:36:00,CVD-02,RCP-A,321.83,7.983,98.85,60.49,100.27,100.0,1,97.07,Pass
B0444,2026-01-10 20:54:00,CVD-03,RCP-A,317.72,8.115,98.69,61.13,98.54,100.0,2,95.73,Pass
B0445,2026-01-10 21:12:00,CVD-01,RCP-B,324.82,8.361,104.8,62.27,104.34,105.0,0,98.02,Pass
B0446,2026-01-10 21:30:00,CVD-02,RCP-A,318.73,8.199,97.69,59.93,99.75,100.0,0,97.17,Pass
B0447,2026-01-10 21:48:00,CVD-03,RCP-A,322.11,8.147,101.19,61.28,101.06,100.0,3,95.8,Pass
B0448,2026-01-10 22:06:00,CVD-01,RCP-A,323.19,8.193,97.77,59.45,101.11,100.0,1,95.69,Pass
B0449,2026-01-10 22:24:00,CVD-02,RCP-A,320.2,7.808,98.04,60.27,100.22,100.0,1,97.3,Pass
B0450,2026-01-10 22:42:00,CVD-03,RCP-B,324.52,8.556,102.45,61.99,103.09,105.0,0,97.23,Pass
B0451,2026-01-10 23:00:00,CVD-01,RCP-A,320.23,7.941,102.48,60.03,100.19,100.0,0,98.8,Pass
B0452,2026-01-10 23:18:00,CVD-02,RCP-A,318.26,8.121,97.9,59.73,100.15,100.0,0,97.04,Pass
B0453,2026-01-10 23:36:00,CVD-03,RCP-A,320.99,7.942,98.21,58.5,97.76,100.0,1,96.64,Pass
B0454,2026-01-10 23:54:00,CVD-01,RCP-A,320.19,8.143,101.33,59.37,100.4,100.0,0,98.46,Pass
B0455,2026-01-11 00:12:00,CVD-02,RCP-B,326.32,8.487,102.73,61.56,105.98,105.0,0,97.2,Pass
B0456,2026-01-11 00:30:00,CVD-03,RCP-A,321.62,8.141,101.76,60.21,100.68,100.0,1,97.69,Pass
B0457,2026-01-11 00:48:00,CVD-01,RCP-A,319.18,7.768,100.71,59.17,99.48,100.0,3,95.73,Pass
B0458,2026-01-11 01:06:00,CVD-02,RCP-A,320.06,8.189,97.05,58.31,100.46,100.0,1,98.26,Pass
B0459,2026-01-11 01:24:00,CVD-03,RCP-A,317.93,8.315,102.99,59.5,97.48,100.0,0,95.34,Pass
B0460,2026-01-11 01:42:00,CVD-01,RCP-B,324.7,8.341,101.85,62.05,106.17,105.0,0,97.36,Pass
B0461,2026-01-11 02:00:00,CVD-02,RCP-A,321.59,7.994,99.66,60.73,102.01,100.0,1,97.63,Pass
B0462,2026-01-11 02:18:00,CVD-03,RCP-A,318.04,8.0,100.03,58.96,98.46,100.0,1,97.86,Pass
B0463,2026-01-11 02:36:00,CVD-01,RCP-A,319.35,7.945,98.78,60.57,100.67,100.0,0,97.92,Pass
B0464,2026-01-11 02:54:00,CVD-02,RCP-A,319.85,8.094,98.82,61.0,99.68,100.0,2,97.31,Pass
B0465,2026-01-11 03:12:00,CVD-03,RCP-B,325.56,8.32,105.14,62.62,105.35,105.0,0,98.75,Pass
B0466,2026-01-11 03:30:00,CVD-01,RCP-A,319.73,8.139,101.78,60.9,100.95,100.0,2,96.59,Pass
B0467,2026-01-11 03:48:00,CVD-02,RCP-A,318.72,8.038,98.63,60.56,101.29,100.0,0,97.71,Pass
B0468,2026-01-11 04:06:00,CVD-03,RCP-A,317.7,8.059,99.69,60.15,99.65,100.0,0,97.59,Pass
B0469,2026-01-11 04:24:00,CVD-01,RCP-A,320.72,7.903,101.46,59.79,100.41,100.0,2,97.12,Pass
B0470,2026-01-11 04:42:00,CVD-02,RCP-B,322.77,8.403,101.29,63.51,104.22,105.0,2,96.01,Pass
B0471,2026-01-11 05:00:00,CVD-03,RCP-A,320.32,8.032,99.57,60.34,100.79,100.0,0,98.07,Pass
B0472,2026-01-11 05:18:00,CVD-01,RCP-A,321.25,7.929,99.91,60.65,99.76,100.0,0,98.0,Pass
B0473,2026-01-11 05:36:00,CVD-02,RCP-A,322.51,7.8,99.86,60.07,102.12,100.0,1,95.83,Pass
B0474,2026-01-11 05:54:00,CVD-03,RCP-A,319.17,8.171,100.59,59.28,98.3,100.0,1,97.69,Pass
B0475,2026-01-11 06:12:00,CVD-01,RCP-B,325.13,8.461,103.88,62.0,104.7,105.0,0,98.94,Pass
B0476,2026-01-11 06:30:00,CVD-02,RCP-A,320.65,7.794,97.23,60.07,99.84,100.0,3,96.44,Pass
B0477,2026-01-11 06:48:00,CVD-03,RCP-A,320.2,8.072,100.56,59.28,98.91,100.0,0,98.53,Pass
B0478,2026-01-11 07:06:00,CVD-01,RCP-A,319.85,8.056,98.28,58.3,98.53,100.0,0,98.02,Pass
B0479,2026-01-11 07:24:00,CVD-02,RCP-A,322.02,7.958,98.13,60.02,101.69,100.0,2,96.19,Pass
B0480,2026-01-11 07:42:00,CVD-03,RCP-B,325.38,8.49,102.99,62.47,105.27,105.0,1,98.25,Pass
B0481,2026-01-11 08:00:00,CVD-01,RCP-A,320.38,8.18,95.63,58.98,99.34,100.0,1,96.38,Pass
B0482,2026-01-11 08:18:00,CVD-02,RCP-A,319.38,8.045,101.85,60.2,100.48,100.0,0,98.06,Pass
B0483,2026-01-11 08:36:00,CVD-03,RCP-A,319.89,7.941,103.13,60.74,100.23,100.0,0,97.27,Pass
B0484,2026-01-11 08:54:00,CVD-01,RCP-A,318.81,7.972,94.81,59.06,97.75,100.0,6,93.66,Fail
B0485,2026-01-11 09:12:00,CVD-02,RCP-B,323.04,8.553,102.4,61.51,106.04,105.0,0,97.58,Pass
B0486,2026-01-11 09:30:00,CVD-03,RCP-A,320.07,8.125,99.51,60.33,101.19,100.0,1,97.52,Pass
B0487,2026-01-11 09:48:00,CVD-01,RCP-A,320.38,8.142,99.02,60.31,101.27,100.0,2,96.83,Pass
B0488,2026-01-11 10:06:00,CVD-02,RCP-A,320.8,7.992,96.18,61.55,101.64,100.0,2,96.32,Pass
B0489,2026-01-11 10:24:00,CVD-03,RCP-A,319.45,7.891,100.63,59.8,99.93,100.0,0,98.24,Pass
B0490,2026-01-11 10:42:00,CVD-01,RCP-B,325.01,8.434,107.68,62.01,106.28,105.0,0,97.69,Pass
B0491,2026-01-11 11:00:00,CVD-02,RCP-A,320.98,8.046,99.87,60.95,100.24,100.0,1,97.02,Pass
B0492,2026-01-11 11:18:00,CVD-03,RCP-A,319.49,8.126,98.89,60.02,99.68,100.0,1,97.75,Pass
B0493,2026-01-11 11:36:00,CVD-01,RCP-A,320.83,8.123,101.45,59.2,100.35,100.0,0,97.95,Pass
B0494,2026-01-11 11:54:00,CVD-02,RCP-A,316.9,7.932,99.42,59.51,99.96,100.0,2,96.35,Pass
B0495,2026-01-11 12:12:00,CVD-03,RCP-B,326.65,8.389,104.62,63.55,106.95,105.0,1,96.18,Pass
B0496,2026-01-11 12:30:00,CVD-01,RCP-A,320.25,7.813,98.83,58.35,99.15,100.0,2,96.27,Pass
B0497,2026-01-11 12:48:00,CVD-02,RCP-A,319.57,7.925,100.33,59.96,100.21,100.0,1,97.64,Pass
B0498,2026-01-11 13:06:00,CVD-03,RCP-A,319.82,8.089,98.39,58.93,99.04,100.0,1,97.48,Pass
B0499,2026-01-11 13:24:00,CVD-01,RCP-A,319.28,8.155,99.93,59.4,99.94,100.0,0,98.71,Pass
B0500,2026-01-11 13:42:00,CVD-02,RCP-B,327.14,8.329,104.88,60.87,104.68,105.0,2,96.02,Pass
